================================================================================
DESGLOSE DE JRV Y CARGA ELECTORAL POR DEPARTAMENTO
Elecciones Generales 2025 - Honduras
================================================================================


--------------------------------------------------------------------------------
DEPARTAMENTO: ATLANTIDA (Código: 1)
--------------------------------------------------------------------------------
Total de JRV: 939
Total de Casillas Legislativas (Diputados): 8
Carga Electoral Total: 296,287

JRV por Municipio y Centro de Votación:

  Municipio: LA CEIBA (Código: 1)
    Centro de Votación: CEB CLAUDIO BARRERA
      JRV   183 | Carga Electoral:   346 | Área: URBANA | Sector: COL. SAN JUDAS TADEO

    Centro de Votación: ESC. GUARUMA UNO
      JRV  6929 | Carga Electoral:   224 | Área: URBANA | Sector: COL. GUARUMA UNO CAMPO
      JRV  6930 | Carga Electoral:   223 | Área: URBANA | Sector: COL. GUARUMA UNO CAMPO

    Centro de Votación: ESC. KING AND QUEEN
      JRV  6899 | Carga Electoral:   363 | Área: URBANA | Sector: ZONA AMERICANA
      JRV  6900 | Carga Electoral:   362 | Área: URBANA | Sector: ZONA AMERICANA

    Centro de Votación: ESC. LA DEMOCRACIA
      JRV  6947 | Carga Electoral:   274 | Área: RURAL | Sector: EL PARAISO

    Centro de Votación: ESC. LEOPOLDO BARRIENTOS
      JRV  6806 | Carga Electoral:   340 | Área: URBANA | Sector: COL. NUEVA JERUSALEN
      JRV  6807 | Carga Electoral:   340 | Área: URBANA | Sector: COL. NUEVA JERUSALEN
      JRV  6808 | Carga Electoral:   340 | Área: URBANA | Sector: COL. NUEVA JERUSALEN
      JRV  6809 | Carga Electoral:   339 | Área: URBANA | Sector: COL. NUEVA JERUSALEN
      JRV  6810 | Carga Electoral:   339 | Área: URBANA | Sector: COL. NUEVA JERUSALEN
      JRV  6811 | Carga Electoral:   339 | Área: URBANA | Sector: COL. NUEVA JERUSALEN
      JRV  6812 | Carga Electoral:   339 | Área: URBANA | Sector: COL. NUEVA JERUSALEN
      JRV  6813 | Carga Electoral:   339 | Área: URBANA | Sector: COL. NUEVA JERUSALEN
      JRV  6814 | Carga Electoral:   339 | Área: URBANA | Sector: COL. NUEVA JERUSALEN
      JRV  6815 | Carga Electoral:   339 | Área: URBANA | Sector: COL. NUEVA JERUSALEN
      JRV  6816 | Carga Electoral:   339 | Área: URBANA | Sector: COL. NUEVA JERUSALEN
      JRV  6817 | Carga Electoral:   339 | Área: URBANA | Sector: COL. NUEVA JERUSALEN

    Centro de Votación: ESC. MANUEL DE JESUS VALENCIA
      JRV  6907 | Carga Electoral:   352 | Área: URBANA | Sector: COL. LA PAZ
      JRV  6908 | Carga Electoral:   352 | Área: URBANA | Sector: COL. LA PAZ
      JRV  6909 | Carga Electoral:   352 | Área: URBANA | Sector: COL. LA PAZ
      JRV  6910 | Carga Electoral:   352 | Área: URBANA | Sector: COL. LA PAZ
      JRV  6911 | Carga Electoral:   352 | Área: URBANA | Sector: COL. LA PAZ
      JRV  6912 | Carga Electoral:   352 | Área: URBANA | Sector: COL. LA PAZ
      JRV  6913 | Carga Electoral:   352 | Área: URBANA | Sector: COL. LA PAZ
      JRV  6914 | Carga Electoral:   352 | Área: URBANA | Sector: COL. LA PAZ
      JRV  6915 | Carga Electoral:   352 | Área: URBANA | Sector: COL. LA PAZ
      JRV  6916 | Carga Electoral:   352 | Área: URBANA | Sector: COL. LA PAZ
      JRV  6917 | Carga Electoral:   352 | Área: URBANA | Sector: COL. LA PAZ
      JRV  6918 | Carga Electoral:   352 | Área: URBANA | Sector: COL. LA PAZ
      JRV  6919 | Carga Electoral:   351 | Área: URBANA | Sector: COL. LA PAZ
      JRV  6920 | Carga Electoral:   351 | Área: URBANA | Sector: COL. LA PAZ
      JRV  6921 | Carga Electoral:   351 | Área: URBANA | Sector: COL. LA PAZ
      JRV  6922 | Carga Electoral:   351 | Área: URBANA | Sector: COL. LA PAZ
      JRV  6923 | Carga Electoral:   351 | Área: URBANA | Sector: COL. LA PAZ
      JRV  6924 | Carga Electoral:   351 | Área: URBANA | Sector: COL. LA PAZ
      JRV  6925 | Carga Electoral:   351 | Área: URBANA | Sector: COL. LA PAZ
      JRV  6926 | Carga Electoral:   351 | Área: URBANA | Sector: COL. LA PAZ
      JRV  6927 | Carga Electoral:   351 | Área: URBANA | Sector: COL. LA PAZ
      JRV  6928 | Carga Electoral:   351 | Área: URBANA | Sector: COL. LA PAZ

    Centro de Votación: ESC. RURAL  MIXTA JOSE TRINIDAD REYES
      JRV  6945 | Carga Electoral:   292 | Área: RURAL | Sector: CAMPO COPEN VIEJO
      JRV  6946 | Carga Electoral:   292 | Área: RURAL | Sector: CAMPO COPEN VIEJO

    Centro de Votación: ESC. RURAL MIXTA LEMPIRA
      JRV  6955 | Carga Electoral:   276 | Área: RURAL | Sector: CAMPO COPEN NUEVO

    Centro de Votación: ESC. RURAL MIXTA SAN JUAN
      JRV  6938 | Carga Electoral:   333 | Área: RURAL | Sector: CAMPO SAN JUAN
      JRV  6939 | Carga Electoral:   333 | Área: RURAL | Sector: CAMPO SAN JUAN
      JRV  6940 | Carga Electoral:   333 | Área: RURAL | Sector: CAMPO SAN JUAN
      JRV  6941 | Carga Electoral:   333 | Área: RURAL | Sector: CAMPO SAN JUAN
      JRV  6942 | Carga Electoral:   333 | Área: RURAL | Sector: CAMPO SAN JUAN

    Centro de Votación: INST. PATRIA
      JRV  6863 | Carga Electoral:   340 | Área: URBANA | Sector: BO. EL CAIMAN
      JRV  6864 | Carga Electoral:   339 | Área: URBANA | Sector: BO. EL CAIMAN
      JRV  6865 | Carga Electoral:   339 | Área: URBANA | Sector: BO. EL CAIMAN
      JRV  6866 | Carga Electoral:   339 | Área: URBANA | Sector: BO. EL CAIMAN
      JRV  6867 | Carga Electoral:   339 | Área: URBANA | Sector: BO. EL CAIMAN
      JRV  6868 | Carga Electoral:   339 | Área: URBANA | Sector: BO. EL CAIMAN
      JRV  6869 | Carga Electoral:   339 | Área: URBANA | Sector: BO. EL CAIMAN
      JRV  6870 | Carga Electoral:   339 | Área: URBANA | Sector: BO. EL CAIMAN
      JRV  6871 | Carga Electoral:   339 | Área: URBANA | Sector: BO. EL CAIMAN
      JRV  6872 | Carga Electoral:   339 | Área: URBANA | Sector: BO. EL CAIMAN
      JRV  6873 | Carga Electoral:   339 | Área: URBANA | Sector: BO. EL CAIMAN
      JRV  6874 | Carga Electoral:   339 | Área: URBANA | Sector: BO. EL CAIMAN
      JRV  6875 | Carga Electoral:   339 | Área: URBANA | Sector: BO. EL CAIMAN

    Centro de Votación: INST. SUECO HONDUREÑO
      JRV  6885 | Carga Electoral:   300 | Área: URBANA | Sector: COL. FRATERNIDAD No. 1
      JRV  6886 | Carga Electoral:   300 | Área: URBANA | Sector: COL. FRATERNIDAD No. 1
      JRV  6887 | Carga Electoral:   300 | Área: URBANA | Sector: COL. FRATERNIDAD No. 1

    Centro de Votación: INST. TECNICO OFICIAL VACACIONAL VALLE DE SULA
      JRV  6933 | Carga Electoral:   303 | Área: URBANA | Sector: RES. ORO VERDE
      JRV  6934 | Carga Electoral:   303 | Área: URBANA | Sector: RES. ORO VERDE
      JRV  6935 | Carga Electoral:   303 | Área: URBANA | Sector: RES. ORO VERDE
      JRV  6936 | Carga Electoral:   303 | Área: URBANA | Sector: RES. ORO VERDE
      JRV  6937 | Carga Electoral:   302 | Área: URBANA | Sector: RES. ORO VERDE

    Centro de Votación: JN.  JUAN RAMON RODRIGUEZ 
      JRV  6956 | Carga Electoral:   290 | Área: RURAL | Sector: COL. SAN JOSE
      JRV  6957 | Carga Electoral:   290 | Área: RURAL | Sector: COL. SAN JOSE
      JRV  6958 | Carga Electoral:   290 | Área: RURAL | Sector: COL. SAN JOSE



--------------------------------------------------------------------------------
DEPARTAMENTO: CHOLUTECA (Código: 6)
--------------------------------------------------------------------------------
Total de JRV: 1101
Total de Casillas Legislativas (Diputados): 9
Carga Electoral Total: 335,257

JRV por Municipio y Centro de Votación:

  Municipio: CHOLUTECA (Código: 1)
    Centro de Votación: CEB. 14 DE JULIO
      JRV  7040 | Carga Electoral:   361 | Área: URBANA | Sector: BO. SAN JUAN BOSCO
      JRV  7041 | Carga Electoral:   361 | Área: URBANA | Sector: BO. SAN JUAN BOSCO
      JRV  7042 | Carga Electoral:   361 | Área: URBANA | Sector: BO. SAN JUAN BOSCO
      JRV  7043 | Carga Electoral:   361 | Área: URBANA | Sector: BO. SAN JUAN BOSCO
      JRV  7044 | Carga Electoral:   361 | Área: URBANA | Sector: BO. SAN JUAN BOSCO
      JRV  7045 | Carga Electoral:   361 | Área: URBANA | Sector: BO. SAN JUAN BOSCO
      JRV  7046 | Carga Electoral:   361 | Área: URBANA | Sector: BO. SAN JUAN BOSCO
      JRV  7047 | Carga Electoral:   361 | Área: URBANA | Sector: BO. SAN JUAN BOSCO
      JRV  7048 | Carga Electoral:   360 | Área: URBANA | Sector: BO. SAN JUAN BOSCO
      JRV  7049 | Carga Electoral:   360 | Área: URBANA | Sector: BO. SAN JUAN BOSCO
      JRV  7050 | Carga Electoral:   360 | Área: URBANA | Sector: BO. SAN JUAN BOSCO
      JRV  7051 | Carga Electoral:   360 | Área: URBANA | Sector: BO. SAN JUAN BOSCO

    Centro de Votación: CEB. 18 DE NOVIEMBRE
      JRV  7024 | Carga Electoral:   356 | Área: URBANA | Sector: BO. LA LIBERTAD
      JRV  7025 | Carga Electoral:   356 | Área: URBANA | Sector: BO. LA LIBERTAD
      JRV  7026 | Carga Electoral:   356 | Área: URBANA | Sector: BO. LA LIBERTAD
      JRV  7027 | Carga Electoral:   356 | Área: URBANA | Sector: BO. LA LIBERTAD
      JRV  7028 | Carga Electoral:   356 | Área: URBANA | Sector: BO. LA LIBERTAD
      JRV  7029 | Carga Electoral:   356 | Área: URBANA | Sector: BO. LA LIBERTAD
      JRV  7030 | Carga Electoral:   356 | Área: URBANA | Sector: BO. LA LIBERTAD
      JRV  7031 | Carga Electoral:   356 | Área: URBANA | Sector: BO. LA LIBERTAD
      JRV  7032 | Carga Electoral:   356 | Área: URBANA | Sector: BO. LA LIBERTAD
      JRV  7033 | Carga Electoral:   356 | Área: URBANA | Sector: BO. LA LIBERTAD
      JRV  7034 | Carga Electoral:   356 | Área: URBANA | Sector: BO. LA LIBERTAD
      JRV  7035 | Carga Electoral:   356 | Área: URBANA | Sector: BO. LA LIBERTAD
      JRV  7036 | Carga Electoral:   356 | Área: URBANA | Sector: BO. LA LIBERTAD
      JRV  7037 | Carga Electoral:   356 | Área: URBANA | Sector: BO. LA LIBERTAD
      JRV  7038 | Carga Electoral:   355 | Área: URBANA | Sector: BO. LA LIBERTAD
      JRV  7039 | Carga Electoral:   355 | Área: URBANA | Sector: BO. LA LIBERTAD

    Centro de Votación: CEB. COLONIAS UNIDAS
      JRV  7220 | Carga Electoral:   350 | Área: URBANA | Sector: COLONIA UNIDAS
      JRV  7221 | Carga Electoral:   349 | Área: URBANA | Sector: COLONIA UNIDAS
      JRV  7222 | Carga Electoral:   349 | Área: URBANA | Sector: COLONIA UNIDAS
      JRV  7223 | Carga Electoral:   349 | Área: URBANA | Sector: COLONIA UNIDAS
      JRV  7224 | Carga Electoral:   349 | Área: URBANA | Sector: COLONIA UNIDAS

    Centro de Votación: CEB. CRISTO DE ESQUIPULAS
      JRV  7187 | Carga Electoral:   347 | Área: URBANA | Sector: BO. SAN JORGE
      JRV  7188 | Carga Electoral:   347 | Área: URBANA | Sector: BO. SAN JORGE
      JRV  7189 | Carga Electoral:   347 | Área: URBANA | Sector: BO. SAN JORGE
      JRV  7190 | Carga Electoral:   347 | Área: URBANA | Sector: BO. SAN JORGE
      JRV  7191 | Carga Electoral:   347 | Área: URBANA | Sector: BO. SAN JORGE
      JRV  7192 | Carga Electoral:   347 | Área: URBANA | Sector: BO. SAN JORGE
      JRV  7193 | Carga Electoral:   347 | Área: URBANA | Sector: BO. SAN JORGE
      JRV  7194 | Carga Electoral:   346 | Área: URBANA | Sector: BO. SAN JORGE

    Centro de Votación: CEB. ELISEO CARRANZA
      JRV  7306 | Carga Electoral:   351 | Área: RURAL | Sector: GUANACASTILLO
      JRV  7307 | Carga Electoral:   351 | Área: RURAL | Sector: GUANACASTILLO

    Centro de Votación: CEB. FELIPE REYES
      JRV  7105 | Carga Electoral:   340 | Área: URBANA | Sector: BO. VALLE
      JRV  7106 | Carga Electoral:   340 | Área: URBANA | Sector: BO. VALLE
      JRV  7107 | Carga Electoral:   339 | Área: URBANA | Sector: BO. VALLE
      JRV  7108 | Carga Electoral:   339 | Área: URBANA | Sector: BO. VALLE
      JRV  7109 | Carga Electoral:   339 | Área: URBANA | Sector: BO. VALLE
      JRV  7110 | Carga Electoral:   339 | Área: URBANA | Sector: BO. VALLE

    Centro de Votación: CEB. FRANCISCO MORAZAN
      JRV  7241 | Carga Electoral:   303 | Área: RURAL | Sector: EL TRAPICHE
      JRV  7242 | Carga Electoral:   303 | Área: RURAL | Sector: EL TRAPICHE
      JRV  7243 | Carga Electoral:   302 | Área: RURAL | Sector: EL TRAPICHE
      JRV  7244 | Carga Electoral:   302 | Área: RURAL | Sector: EL TRAPICHE
      JRV  7245 | Carga Electoral:   302 | Área: RURAL | Sector: EL TRAPICHE
      JRV  7266 | Carga Electoral:   335 | Área: RURAL | Sector: SAN MARTIN
      JRV  7267 | Carga Electoral:   334 | Área: RURAL | Sector: SAN MARTIN
      JRV  7268 | Carga Electoral:   334 | Área: RURAL | Sector: SAN MARTIN

    Centro de Votación: CEB. FRANCISCO RODRIGUEZ A.
      JRV  7086 | Carga Electoral:   354 | Área: URBANA | Sector: BO. EL PORVENIR
      JRV  7087 | Carga Electoral:   354 | Área: URBANA | Sector: BO. EL PORVENIR
      JRV  7088 | Carga Electoral:   354 | Área: URBANA | Sector: BO. EL PORVENIR
      JRV  7089 | Carga Electoral:   354 | Área: URBANA | Sector: BO. EL PORVENIR
      JRV  7090 | Carga Electoral:   354 | Área: URBANA | Sector: BO. EL PORVENIR
      JRV  7091 | Carga Electoral:   354 | Área: URBANA | Sector: BO. EL PORVENIR
      JRV  7092 | Carga Electoral:   354 | Área: URBANA | Sector: BO. EL PORVENIR
      JRV  7093 | Carga Electoral:   354 | Área: URBANA | Sector: BO. EL PORVENIR
      JRV  7094 | Carga Electoral:   354 | Área: URBANA | Sector: BO. EL PORVENIR
      JRV  7095 | Carga Electoral:   354 | Área: URBANA | Sector: BO. EL PORVENIR
      JRV  7096 | Carga Electoral:   354 | Área: URBANA | Sector: BO. EL PORVENIR
      JRV  7097 | Carga Electoral:   354 | Área: URBANA | Sector: BO. EL PORVENIR
      JRV  7098 | Carga Electoral:   354 | Área: URBANA | Sector: BO. EL PORVENIR
      JRV  7099 | Carga Electoral:   354 | Área: URBANA | Sector: BO. EL PORVENIR
      JRV  7100 | Carga Electoral:   354 | Área: URBANA | Sector: BO. EL PORVENIR
      JRV  7101 | Carga Electoral:   354 | Área: URBANA | Sector: BO. EL PORVENIR
      JRV  7102 | Carga Electoral:   354 | Área: URBANA | Sector: BO. EL PORVENIR
      JRV  7103 | Carga Electoral:   354 | Área: URBANA | Sector: BO. EL PORVENIR
      JRV  7104 | Carga Electoral:   353 | Área: URBANA | Sector: BO. EL PORVENIR

    Centro de Votación: CEB. ING. ROGER GUILLEN BELLINO
      JRV  6983 | Carga Electoral:   261 | Área: URBANA | Sector: COL. VEINTE DE MAYO O PLAYA ISTOCA
      JRV  6984 | Carga Electoral:   261 | Área: URBANA | Sector: COL. VEINTE DE MAYO O PLAYA ISTOCA
      JRV  6985 | Carga Electoral:   260 | Área: URBANA | Sector: COL. VEINTE DE MAYO O PLAYA ISTOCA

    Centro de Votación: CEB. JOSE CECILIO DEL VALLE
      JRV  7156 | Carga Electoral:   332 | Área: URBANA | Sector: BO. SUYAPA
      JRV  7157 | Carga Electoral:   332 | Área: URBANA | Sector: BO. SUYAPA
      JRV  7158 | Carga Electoral:   331 | Área: URBANA | Sector: BO. SUYAPA
      JRV  7159 | Carga Electoral:   331 | Área: URBANA | Sector: BO. SUYAPA
      JRV  7160 | Carga Electoral:   331 | Área: URBANA | Sector: BO. SUYAPA
      JRV  7161 | Carga Electoral:   331 | Área: URBANA | Sector: BO. SUYAPA
      JRV  7255 | Carga Electoral:   320 | Área: RURAL | Sector: LINACA
      JRV  7256 | Carga Electoral:   319 | Área: RURAL | Sector: LINACA
      JRV  7257 | Carga Electoral:   319 | Área: RURAL | Sector: LINACA
      JRV  7273 | Carga Electoral:   303 | Área: RURAL | Sector: SAN RAMON ABAJO
      JRV  7274 | Carga Electoral:   303 | Área: RURAL | Sector: SAN RAMON ABAJO
      JRV  7275 | Carga Electoral:   302 | Área: RURAL | Sector: SAN RAMON ABAJO
      JRV  7276 | Carga Electoral:   302 | Área: RURAL | Sector: SAN RAMON ABAJO

    Centro de Votación: CEB. JOSE TRINIDAD CABAÑAS
      JRV  7016 | Carga Electoral:   358 | Área: URBANA | Sector: BO. CABAÑAS
      JRV  7017 | Carga Electoral:   358 | Área: URBANA | Sector: BO. CABAÑAS
      JRV  7018 | Carga Electoral:   358 | Área: URBANA | Sector: BO. CABAÑAS
      JRV  7019 | Carga Electoral:   358 | Área: URBANA | Sector: BO. CABAÑAS
      JRV  7020 | Carga Electoral:   358 | Área: URBANA | Sector: BO. CABAÑAS
      JRV  7021 | Carga Electoral:   358 | Área: URBANA | Sector: BO. CABAÑAS
      JRV  7022 | Carga Electoral:   357 | Área: URBANA | Sector: BO. CABAÑAS
      JRV  7023 | Carga Electoral:   357 | Área: URBANA | Sector: BO. CABAÑAS
      JRV  7292 | Carga Electoral:   276 | Área: RURAL | Sector: FRAY LAZARO
      JRV  7293 | Carga Electoral:   276 | Área: RURAL | Sector: FRAY LAZARO
      JRV  7297 | Carga Electoral:   331 | Área: RURAL | Sector: TAPAIRE
      JRV  7298 | Carga Electoral:   331 | Área: RURAL | Sector: TAPAIRE
      JRV  7299 | Carga Electoral:   331 | Área: RURAL | Sector: TAPAIRE

    Centro de Votación: CEB. LAS ACACIAS
      JRV  7066 | Carga Electoral:   357 | Área: URBANA | Sector: COL. LAS ACACIAS
      JRV  7067 | Carga Electoral:   357 | Área: URBANA | Sector: COL. LAS ACACIAS
      JRV  7068 | Carga Electoral:   357 | Área: URBANA | Sector: COL. LAS ACACIAS
      JRV  7069 | Carga Electoral:   357 | Área: URBANA | Sector: COL. LAS ACACIAS
      JRV  7070 | Carga Electoral:   357 | Área: URBANA | Sector: COL. LAS ACACIAS
      JRV  7071 | Carga Electoral:   356 | Área: URBANA | Sector: COL. LAS ACACIAS
      JRV  7072 | Carga Electoral:   356 | Área: URBANA | Sector: COL. LAS ACACIAS
      JRV  7073 | Carga Electoral:   356 | Área: URBANA | Sector: COL. LAS ACACIAS
      JRV  7074 | Carga Electoral:   356 | Área: URBANA | Sector: COL. LAS ACACIAS
      JRV  7075 | Carga Electoral:   356 | Área: URBANA | Sector: COL. LAS ACACIAS
      JRV  7076 | Carga Electoral:   356 | Área: URBANA | Sector: COL. LAS ACACIAS

    Centro de Votación: CEB. LEMPIRA
      JRV  7195 | Carga Electoral:   357 | Área: URBANA | Sector: CIUDAD NUEVA JUAN BENITO GUEVARA
      JRV  7196 | Carga Electoral:   357 | Área: URBANA | Sector: CIUDAD NUEVA JUAN BENITO GUEVARA
      JRV  7197 | Carga Electoral:   357 | Área: URBANA | Sector: CIUDAD NUEVA JUAN BENITO GUEVARA
      JRV  7198 | Carga Electoral:   357 | Área: URBANA | Sector: CIUDAD NUEVA JUAN BENITO GUEVARA
      JRV  7199 | Carga Electoral:   357 | Área: URBANA | Sector: CIUDAD NUEVA JUAN BENITO GUEVARA
      JRV  7200 | Carga Electoral:   356 | Área: URBANA | Sector: CIUDAD NUEVA JUAN BENITO GUEVARA
      JRV  7201 | Carga Electoral:   356 | Área: URBANA | Sector: CIUDAD NUEVA JUAN BENITO GUEVARA
      JRV  7202 | Carga Electoral:   356 | Área: URBANA | Sector: CIUDAD NUEVA JUAN BENITO GUEVARA
      JRV  7203 | Carga Electoral:   356 | Área: URBANA | Sector: CIUDAD NUEVA JUAN BENITO GUEVARA
      JRV  7204 | Carga Electoral:   356 | Área: URBANA | Sector: CIUDAD NUEVA JUAN BENITO GUEVARA
      JRV  7205 | Carga Electoral:   356 | Área: URBANA | Sector: CIUDAD NUEVA JUAN BENITO GUEVARA
      JRV  7206 | Carga Electoral:   356 | Área: URBANA | Sector: CIUDAD NUEVA JUAN BENITO GUEVARA
      JRV  7207 | Carga Electoral:   356 | Área: URBANA | Sector: CIUDAD NUEVA JUAN BENITO GUEVARA
      JRV  7208 | Carga Electoral:   356 | Área: URBANA | Sector: CIUDAD NUEVA JUAN BENITO GUEVARA

    Centro de Votación: CEB. LUIS F. LARDIZABAL
      JRV  7261 | Carga Electoral:   296 | Área: RURAL | Sector: AGUA CALIENTE
      JRV  7262 | Carga Electoral:   296 | Área: RURAL | Sector: AGUA CALIENTE
      JRV  7263 | Carga Electoral:   296 | Área: RURAL | Sector: AGUA CALIENTE

    Centro de Votación: CEB. MANUEL BONILLA
      JRV  7253 | Carga Electoral:   310 | Área: RURAL | Sector: LA PICOTA
      JRV  7254 | Carga Electoral:   309 | Área: RURAL | Sector: LA PICOTA

    Centro de Votación: CEB. PEDRO NUFIO
      JRV  6973 | Carga Electoral:   353 | Área: URBANA | Sector: BO. ISTOCA
      JRV  6974 | Carga Electoral:   353 | Área: URBANA | Sector: BO. ISTOCA
      JRV  6975 | Carga Electoral:   353 | Área: URBANA | Sector: BO. ISTOCA
      JRV  6976 | Carga Electoral:   353 | Área: URBANA | Sector: BO. ISTOCA
      JRV  6977 | Carga Electoral:   353 | Área: URBANA | Sector: BO. ISTOCA
      JRV  6978 | Carga Electoral:   353 | Área: URBANA | Sector: BO. ISTOCA
      JRV  6979 | Carga Electoral:   353 | Área: URBANA | Sector: BO. ISTOCA
      JRV  6980 | Carga Electoral:   352 | Área: URBANA | Sector: BO. ISTOCA
      JRV  6981 | Carga Electoral:   352 | Área: URBANA | Sector: BO. ISTOCA
      JRV  6982 | Carga Electoral:   352 | Área: URBANA | Sector: BO. ISTOCA

    Centro de Votación: CEB. PROTO ESTEBAN GUILLEN
      JRV  7116 | Carga Electoral:   327 | Área: URBANA | Sector: BO. SAGRADO CORAZON DE JESUS
      JRV  7117 | Carga Electoral:   327 | Área: URBANA | Sector: BO. SAGRADO CORAZON DE JESUS
      JRV  7118 | Carga Electoral:   326 | Área: URBANA | Sector: BO. SAGRADO CORAZON DE JESUS
      JRV  7119 | Carga Electoral:   326 | Área: URBANA | Sector: BO. SAGRADO CORAZON DE JESUS
      JRV  7120 | Carga Electoral:   326 | Área: URBANA | Sector: BO. SAGRADO CORAZON DE JESUS
      JRV  7121 | Carga Electoral:   326 | Área: URBANA | Sector: BO. SAGRADO CORAZON DE JESUS

    Centro de Votación: CEB. RAMON P. COELLO
      JRV  7258 | Carga Electoral:   269 | Área: RURAL | Sector: PAVANA
      JRV  7259 | Carga Electoral:   269 | Área: RURAL | Sector: PAVANA
      JRV  7260 | Carga Electoral:   269 | Área: RURAL | Sector: PAVANA

    Centro de Votación: CEB. RICARDO SORIANO #2
      JRV  7177 | Carga Electoral:   325 | Área: URBANA | Sector: BO. LAS ARENAS
      JRV  7178 | Carga Electoral:   325 | Área: URBANA | Sector: BO. LAS ARENAS
      JRV  7179 | Carga Electoral:   324 | Área: URBANA | Sector: BO. LAS ARENAS
      JRV  7180 | Carga Electoral:   324 | Área: URBANA | Sector: BO. LAS ARENAS

    Centro de Votación: CEB. RITO F. OYUELA
      JRV  7284 | Carga Electoral:   261 | Área: RURAL | Sector: TAPATOCA
      JRV  7285 | Carga Electoral:   260 | Área: RURAL | Sector: TAPATOCA
      JRV  7286 | Carga Electoral:   260 | Área: RURAL | Sector: TAPATOCA

    Centro de Votación: CEB. SAN JUAN BOSCO
      JRV  7225 | Carga Electoral:   329 | Área: RURAL | Sector: AGUA CALIENTE DE LINACA
      JRV  7226 | Carga Electoral:   329 | Área: RURAL | Sector: AGUA CALIENTE DE LINACA
      JRV  7227 | Carga Electoral:   329 | Área: RURAL | Sector: AGUA CALIENTE DE LINACA

    Centro de Votación: CEB. SAUL ARMANDO JUAREZ C.
      JRV  7209 | Carga Electoral:   345 | Área: URBANA | Sector: COL. MARCELINO CHAMPAÑAT
      JRV  7210 | Carga Electoral:   345 | Área: URBANA | Sector: COL. MARCELINO CHAMPAÑAT
      JRV  7211 | Carga Electoral:   345 | Área: URBANA | Sector: COL. MARCELINO CHAMPAÑAT
      JRV  7212 | Carga Electoral:   345 | Área: URBANA | Sector: COL. MARCELINO CHAMPAÑAT
      JRV  7213 | Carga Electoral:   344 | Área: URBANA | Sector: COL. MARCELINO CHAMPAÑAT
      JRV  7214 | Carga Electoral:   344 | Área: URBANA | Sector: COL. MARCELINO CHAMPAÑAT
      JRV  7215 | Carga Electoral:   344 | Área: URBANA | Sector: COL. MARCELINO CHAMPAÑAT
      JRV  7216 | Carga Electoral:   344 | Área: URBANA | Sector: COL. MARCELINO CHAMPAÑAT
      JRV  7217 | Carga Electoral:   344 | Área: URBANA | Sector: COL. MARCELINO CHAMPAÑAT
      JRV  7218 | Carga Electoral:   344 | Área: URBANA | Sector: COL. MARCELINO CHAMPAÑAT
      JRV  7219 | Carga Electoral:   344 | Área: URBANA | Sector: COL. MARCELINO CHAMPAÑAT

    Centro de Votación: CEB. WILLIANS VIUDA DE ARIAS
      JRV  7246 | Carga Electoral:   329 | Área: RURAL | Sector: EL MARILLAL
      JRV  7247 | Carga Electoral:   329 | Área: RURAL | Sector: EL MARILLAL
      JRV  7248 | Carga Electoral:   329 | Área: RURAL | Sector: EL MARILLAL

    Centro de Votación: ESC. ALVARO CONTRERAS
      JRV  7264 | Carga Electoral:   255 | Área: RURAL | Sector: SAN JOSE DE LA LANDA
      JRV  7265 | Carga Electoral:   255 | Área: RURAL | Sector: SAN JOSE DE LA LANDA

    Centro de Votación: ESC. CESAR MORAN
      JRV  7316 | Carga Electoral:   251 | Área: RURAL | Sector: JOCOMICO
      JRV  7317 | Carga Electoral:   250 | Área: RURAL | Sector: JOCOMICO

    Centro de Votación: ESC. DIONISIO DE HERRERA
      JRV  6986 | Carga Electoral:   343 | Área: URBANA | Sector: BO. CORVETA
      JRV  6987 | Carga Electoral:   343 | Área: URBANA | Sector: BO. CORVETA
      JRV  6988 | Carga Electoral:   343 | Área: URBANA | Sector: BO. CORVETA
      JRV  6989 | Carga Electoral:   342 | Área: URBANA | Sector: BO. CORVETA
      JRV  6990 | Carga Electoral:   342 | Área: URBANA | Sector: BO. CORVETA

    Centro de Votación: ESC. DR. ROBERTO SUAZO CORDOVA
      JRV  7312 | Carga Electoral:   288 | Área: RURAL | Sector: LAS PITAS

    Centro de Votación: ESC. EMILIO WILLIAMS
      JRV  7269 | Carga Electoral:   288 | Área: RURAL | Sector: COL. EMILIO WILLIAMS
      JRV  7270 | Carga Electoral:   288 | Área: RURAL | Sector: COL. EMILIO WILLIAMS
      JRV  7271 | Carga Electoral:   287 | Área: RURAL | Sector: COL. EMILIO WILLIAMS
      JRV  7272 | Carga Electoral:   287 | Área: RURAL | Sector: COL. EMILIO WILLIAMS

    Centro de Votación: ESC. FEDERICO RIVERA
      JRV  7280 | Carga Electoral:   292 | Área: RURAL | Sector: LOS COLORADOS
      JRV  7281 | Carga Electoral:   292 | Área: RURAL | Sector: LOS COLORADOS
      JRV  7282 | Carga Electoral:   292 | Área: RURAL | Sector: LOS COLORADOS
      JRV  7283 | Carga Electoral:   291 | Área: RURAL | Sector: LOS COLORADOS

    Centro de Votación: ESC. FRANCISCO MARTINEZ
      JRV  7237 | Carga Electoral:   213 | Área: RURAL | Sector: EL TULITO
